主题,来源,标题,原文链接,之前日期,核验后日期,状态,依据,未核实原因,核验时间
building,吉林省住房和城乡建设厅,吉林省住房和城乡建设厅关于对第二轮中央生态环境保护督察第十七项整改任务整改情况的公示,https://jst.jl.gov.cn/zwgk/gsgg/202602/t20260214_3554825.html,2026-02-14T00:00:00+08:00,2026-02-14T11:25:12+08:00,有来源依据,原文发布时间,,2026-09-09T10:02:46.254000+08:00
building,吉林省住房和城乡建设厅,吉林省住房和城乡建设厅关于对第二轮中央生态环境保护督察第十一项整改任务整改情况的公示,https://jst.jl.gov.cn/zwgk/gsgg/202602/t20260214_3554824.html,2026-02-14T00:00:00+08:00,2026-02-14T11:20:49+08:00,有来源依据,原文发布时间,,2026-09-09T10:02:46.264000+08:00
building,武汉市住房和城市更新局,市住房和城市更新局关于印发武汉市住宅小区物业服务质量考评办法的通知,https://zgj.wuhan.gov.cn/xxgk/zcfgyjd_1/gfxwjsjk/202512/t20251231_2705185.shtml,2025-12-26T00:00:00+08:00,2025-12-26T15:15:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:02:47.075000+08:00
building,云南省住房和城乡建设厅,《云南省传统村落保护办法》政策解读,https://zfcxjst.yn.gov.cn/zfxxgk/fdzdgknr/zcjd/202601/t20260114_3274023.html,2026-01-14T00:00:00+08:00,2026-01-14T16:58:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:02:46.858000+08:00
building,武汉市住房和城市更新局,关于武汉市住宅小区物业服务质量考评办法的政策解读,https://zgj.wuhan.gov.cn/xxgk/zcfgyjd_1/zcjd/202512/t20251231_2705191.shtml,2025-12-26T00:00:00+08:00,2025-12-26T15:15:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:02:47.112000+08:00
building,云南省住房和城乡建设厅,《云南省房屋建筑和市政基础设施工程勘察设计变更管理办法（试行）》政策解读,https://zfcxjst.yn.gov.cn/zfxxgk/fdzdgknr/zcjd/202512/t20251226_3273949.html,2025-12-26T00:00:00+08:00,2025-12-26T16:40:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:02:47.117000+08:00
building,云南省住房和城乡建设厅,《云南省推进新型城市基础设施建设打造韧性城市行动方案（2025-2027年）》政策解读,https://zfcxjst.yn.gov.cn/zfxxgk/fdzdgknr/zcjd/202601/t20260107_3273810.html,2026-01-07T00:00:00+08:00,2026-01-07T10:04:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:02:47.010000+08:00
building,武汉市住房和城市更新局,市住房和城市更新局重新印发关于做好房屋安全鉴定工作的通知,https://zgj.wuhan.gov.cn/xxgk/zcfgyjd_1/gfxwjsjk/202512/t20251226_2702784.shtml,2025-12-22T00:00:00+08:00,2025-12-22T09:00:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:02:47.249000+08:00
building,吉林省住房和城乡建设厅,吉林省住房和城乡建设厅关于对第二轮中央生态环境保护督察第一项整改任务整改情况的公示,https://jst.jl.gov.cn/zwgk/gsgg/202602/t20260214_3554823.html,2026-02-14T00:00:00+08:00,2026-02-14T11:16:02+08:00,有来源依据,原文发布时间,,2026-09-09T10:02:46.384000+08:00
building,沈阳市城乡建设局,2025年沈阳市城乡建设局现行有效规范性文件目录,https://jw.shenyang.gov.cn/zwgk/fdzdgknr/zcjdd/zcfg/202512/t20251225_4959462.html,2025-12-25T00:00:00+08:00,2025-12-25T00:00:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:02:47.230000+08:00
building,宁夏回族自治区住房和城乡建设厅,自治区住房和城乡建设厅等8部门关于印发《关于进一步推动房地产市场平稳健康发展的若干措施》的通知,https://jst.nx.gov.cn/zwgk/zcwjk/gfxwj/202512/t20251211_5106679.html,2025-12-11T00:00:00+08:00,2025-12-11T17:37:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:02:47.285000+08:00
building,广东省住房和城乡建设厅,《广东省建设工程质量检测人员培训及能力确认大纲》政策解读,http://zfcxjst.gd.gov.cn/zcjd/wzjd/content/post_4805592.html,2025-11-27T00:00:00+08:00,2025-11-27T15:58:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:02:47.362000+08:00
building,吉林省住房和城乡建设厅,关于2025年度吉林省“美好家园”小区名单的公示,https://jst.jl.gov.cn/zwgk/gsgg/202601/t20260113_3545231.html,2026-01-13T00:00:00+08:00,2026-01-13T09:38:48+08:00,有来源依据,原文发布时间,,2026-09-09T10:02:46.917000+08:00
building,广东省住房和城乡建设厅,《广东省住房和城乡建设厅 广东省自然资源厅 广东省人民防空办公室 广东省档案局关于印发房屋建筑和市政基础设施工程竣工联合验收管理办法的通知》政策解读,http://zfcxjst.gd.gov.cn/zcjd/wzjd/content/post_4785190.html,2025-10-10T00:00:00+08:00,2025-10-10T14:50:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:02:47.392000+08:00
building,云南省住房和城乡建设厅,《云南省房屋建筑和市政基础设施工程勘察设计变更管理办法（试行）》政策解读,https://zfcxjst.yn.gov.cn/zfxxgk/fdzdgknr/zcjd/202512/t20251226_3273826.html,2025-12-26T00:00:00+08:00,2025-12-26T11:18:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:02:47.145000+08:00
building,广东省住房和城乡建设厅,《广东省住房和城乡建设厅关于对一般项目实行建设工程消防验收告知承诺制备案的通知》解读,http://zfcxjst.gd.gov.cn/zcjd/wzjd/content/post_4756763.html,2025-08-11T00:00:00+08:00,2025-08-11T10:44:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:02:47.580000+08:00
building,新疆维吾尔自治区住房和城乡建设厅,关于面向全社会 公开征集自治区住房和城乡建设行业高质量发展“十五五”规划意见建议的公告,https://zjt.xinjiang.gov.cn/xjzjt/c113382/202509/67542140a688471cbf481451902003da.shtml,2025-09-05T00:00:00+08:00,2025-09-05T00:00:00+08:00,有来源依据,官方栏目日期,,2026-09-09T10:02:47.564000+08:00
building,西藏自治区住房和城乡建设厅,权威发布丨“西藏好住宅”标准来了,https://zjt.xizang.gov.cn/xwzx/gzdt/202512/t20251201_511811.html,2025-11-29T00:00:00+08:00,2025-11-29T00:00:00+08:00,有来源依据,官方栏目日期,,2026-09-09T10:02:47.287000+08:00
building,广东省住房和城乡建设厅,一图读懂《广东省建设工程质量检测管理实施细则》,http://zfcxjst.gd.gov.cn/zcjd/dmt/content/post_4810176.html,2025-05-29T00:00:00+08:00,2025-05-29T17:28:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:02:47.602000+08:00
building,广东省住房和城乡建设厅,一图读懂 | 如何持续推进城市更新行动？,http://zfcxjst.gd.gov.cn/zcjd/dmt/content/post_4714030.html,2025-05-21T00:00:00+08:00,2025-05-21T08:59:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:02:47.632000+08:00
building,雄安新区建设和交通管理局（官方门户）,建得好，更要住得安心,https://www.xiongan.gov.cn/20250910/b6fca72c97b844b0b8c99ca144cccaf7/c.html,2025-09-10T00:00:00+08:00,2025-09-10T00:00:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:02:47.420000+08:00
building,重庆市住房和城乡建设委员会,《关于进一步促进房地产市场平稳健康发展的通知》新闻解读,https://zfcxjw.cq.gov.cn/zwgk_166/zfxxgkmls/zcjd/wzjd/202301/t20230106_11467284.html,2023-01-06T00:00:00+08:00,2023-01-06T19:50:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:02:47.699000+08:00
building,西藏自治区住房和城乡建设厅,《西藏自治区绿色建筑推广应用工作实施方案》,https://zjt.xizang.gov.cn/xxgk/zcjd/202308/t20230807_369818.html,2023-08-07T00:00:00+08:00,2023-08-07T00:00:00+08:00,有来源依据,官方栏目日期,,2026-09-09T10:02:47.678000+08:00
building,雄安新区建设和交通管理局（官方门户）,关于推行使用《雄安新区房建与市政工程监理合同示范文本（2025版）》的通知,https://www.xiongan.gov.cn/20250327/53ebf3306f2a4f05ba7492c2e77b08c1/c.html,2025-03-27T00:00:00+08:00,2025-03-27T00:00:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:02:47.639000+08:00
building,湖南省住房和城乡建设厅,习近平总书记关于住房城乡建设重要论述在湖南的实践,https://zjt.hunan.gov.cn/zjt/hnsj/zjt_list.html,,,未知,,原网页暂不可访问,2026-09-09T10:02:47.805000+08:00
building,湖北省住房和城乡建设厅,湖北省建设科技与建筑节能办公室,http://zjt.hubei.gov.cn/zfxxgk/fdzdgknr/jgjj/zsdw/202010/t20201022_2967741.shtml,2020-05-21T00:00:00+08:00,2020-05-21T10:50:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:02:47.742000+08:00
building,湖南省住房和城乡建设厅,2022年住房城乡建设工作报告扫码解读,https://zjt.hunan.gov.cn/zjt/gzbgjd/gzjd_zt.html,,,未知,,原网页暂不可访问,2026-09-09T10:02:47.867000+08:00
building,湖南省住房和城乡建设厅,2023年住房城乡建设工作报告扫码解读,https://zjt.hunan.gov.cn/zjt/gzbgjd2023/gzjd_zt2023.html,,,未知,,原网页暂不可访问,2026-09-09T10:02:47.882000+08:00
building,湖南省住房和城乡建设厅,习近平总书记对住房和城乡建设工作重要指示精神专栏,https://zjt.hunan.gov.cn/zjt/ztzl/zhongyaozhishi/list_tzlm.html,,,未知,,原网页暂不可访问,2026-09-09T10:02:47.915000+08:00
building,湖南省住房和城乡建设厅,习近平总书记关于住房城乡建设的重要论述,https://zjt.hunan.gov.cn/zjt/ztzl/zhongyaozhishi/gyxxczhdls/zjt_list.html,,,未知,,原网页暂不可访问,2026-09-09T10:02:47.949000+08:00
building,湖南省住房和城乡建设厅,2024年住房城乡建设工作报告扫码解读,https://zjt.hunan.gov.cn/zjt/gzbgjd2024/gzjd_zt2024.html,,,未知,,原网页暂不可访问,2026-09-09T10:02:47.952000+08:00
building,西藏自治区住房和城乡建设厅,《西藏自治区绿色建材产品推广目录库（2024年）》政策文件解读,https://zjt.xizang.gov.cn/xxgk/zcjd/202407/t20240723_426911.html,2024-07-23T00:00:00+08:00,2024-07-23T00:00:00+08:00,有来源依据,官方栏目日期,,2026-09-09T10:02:47.660000+08:00
building,西藏自治区住房和城乡建设厅,一图读懂|《西藏自治区农村住房建设管理办法》,https://zjt.xizang.gov.cn/xxgk/zcjd/202402/t20240220_404264.html,2024-02-20T00:00:00+08:00,2024-02-20T00:00:00+08:00,有来源依据,官方栏目日期,,2026-09-09T10:02:47.663000+08:00
building,湖南省住房和城乡建设厅,2025年住房城乡建设工作报告扫码解读,https://zjt.hunan.gov.cn/zjt/ztzl/c103046/gzjd_zt2025.html,,,未知,,原网页暂不可访问,2026-09-09T10:02:48.060000+08:00
ai,AIHOT,安卓最强 2nm 芯片：高通第六代骁龙 8 超级至尊版实物图曝光,https://www.ithome.com/0/999/649.htm,2026-09-08T00:00:00+08:00,2026-09-08T13:04:09+08:00,有来源依据,原文发布时间,,2026-09-09T10:02:48.117000+08:00
ai,IT之家,分析机构 Similarweb：网页端 AI 聊天机器人中 ChatGPT 使用者最多，8 月市场份额回升至 55.5%,https://www.ithome.com/0/999/893.htm,2026-09-08T00:00:00+08:00,2026-09-08T19:09:48+08:00,有来源依据,原文发布时间,,2026-09-09T10:02:48.110000+08:00
ai,IT之家,德国出现 RTX 5090 空壳显卡诈骗：核心显存被拆除，两名买家损失超 4000 欧元,https://www.ithome.com/0/999/901.htm,2026-09-08T00:00:00+08:00,2026-09-08T19:29:48+08:00,有来源依据,原文发布时间,,2026-09-09T10:02:48.105000+08:00
ai,AIHOT,Spotify 公开 Claude Code 内部架构，用 Hook 拦截加廉价模型分流把大文件读取 Token 消耗降低约 90%,https://x.com/AYi_AInotes/status/2097178140413972948,2026-09-08T00:00:00+08:00,2026-09-08T12:20:07.017000+08:00,有来源依据,帖子ID编码创建时间,,2026-09-09T10:11:21.158000+08:00
ai,AIHOT,Astra 设计万智牌套牌并击败 Arena 机器人,https://x.com/emollick/status/2097178401991712854,2026-09-08T00:00:00+08:00,2026-09-08T12:21:09.382000+08:00,有来源依据,帖子ID编码创建时间,,2026-09-09T10:11:21.158000+08:00
ai,AIHOT,AI安全组织被诬告，实为大科技游说,https://x.com/AISafetyMemes/status/2097178919044878609,2026-09-08T00:00:00+08:00,2026-09-08T12:23:12.657000+08:00,有来源依据,帖子ID编码创建时间,,2026-09-09T10:11:21.158000+08:00
ai,AIHOT,Mistral AI 完成 30 亿欧元 D 轮融资，投后估值超 210 亿欧元，三星电子领投,https://www.ithome.com/0/999/657.htm,2026-09-08T00:00:00+08:00,2026-09-08T13:39:15+08:00,有来源依据,原文发布时间,,2026-09-09T10:02:58.289000+08:00
ai,AIHOT,MiniCPM5-2B 本地运行实测：16GB MacBook 可跑,https://x.com/OpenBMB/status/2097187954087354876,2026-09-08T00:00:00+08:00,2026-09-08T12:59:06.779000+08:00,有来源依据,帖子ID编码创建时间,,2026-09-09T10:11:21.158000+08:00
ai,AIHOT,GDPval-AA 基准被指无效仍被引用,https://x.com/emollick/status/2097187385930891643,2026-09-08T00:00:00+08:00,2026-09-08T12:56:51.320000+08:00,有来源依据,帖子ID编码创建时间,,2026-09-09T10:11:21.158000+08:00
ai,AIHOT,Mistral 完成 30 亿欧元 D 轮融资，估值超 210 亿欧元,https://mistral.ai/news/mistral-makes-sovereign-open-weight-ai-to-frontier,2026-09-08T00:00:00+08:00,,未知,,原网页暂不可访问,2026-09-09T10:02:58.287000+08:00
ai,AIHOT,OpenAI 新成果引发 Navier-Stokes 方程热议,https://x.com/EMostaque/status/2097197796528947272,2026-09-08T00:00:00+08:00,2026-09-08T13:38:13.400000+08:00,有来源依据,帖子ID编码创建时间,,2026-09-09T10:11:21.158000+08:00
ai,GitHub Trending,microsoft /      markitdown,https://github.com/microsoft/markitdown,,,未知,,非单篇内容链接,2026-09-09T10:03:08.788000+08:00
finance,财联社,“冷门”赛道继续领跑！三成股月内曾获涨停，这些方向也涨停频现,https://www.cls.cn/detail/2477164,,2026-09-08T17:25:09+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:08.788000+08:00
finance,财联社,大牛股巨震：昨天大涨17%，今天跌超15%,https://www.cls.cn/detail/2476711,,2026-09-08T11:24:42+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:09.039000+08:00
finance,财联社,9月8日投资避雷针：7天4板农业股公告 当前玉米种业市场整体呈现供大于求局面,https://www.cls.cn/detail/2476483,,2026-09-08T08:43:08+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:09.101000+08:00
finance,财联社,海关总署：8月份我国出口、进口分别增长18.6%、21.7% 连续4个月同时保持两位数增长,https://www.cls.cn/detail/2476486,,2026-09-08T10:37:56+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:09.151000+08:00
finance,财联社,伦铜创下历史新高！美国“抢铜”叠加智利供应受扰 铜市紧张格局升级,https://www.cls.cn/detail/2476396,,2026-09-08T00:46:35+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:09.192000+08:00
finance,财联社,科技、资源双线发力！8月集成电路出口同比翻倍，稀土成品油环比猛增,https://www.cls.cn/detail/2476761,,2026-09-08T12:47:44+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:09.278000+08:00
finance,财联社,【数读IPO】又一只“高中签率”新股，今日申购,https://www.cls.cn/detail/2476437,,2026-09-08T07:02:01+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:09.386000+08:00
finance,财联社,财联社C50风向指数调查：8月新增信贷、社融或同比少增，M2增速持续回落,https://www.cls.cn/detail/2476596,,2026-09-08T10:00:19+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:09.463000+08:00
finance,财联社,全球第二产糖国产量或大降17% 市场面临新一轮供应冲击,https://www.cls.cn/detail/2476426,,2026-09-08T06:28:20+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:09.592000+08:00
finance,财联社,五险企获700亿注资，险资权益配置创历史新高，增量资金还有多少？,https://www.cls.cn/detail/2476498,,2026-09-08T08:29:18+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:09.693000+08:00
finance,财联社,AI需求挤占产能 英特尔或上调PC端CPU价格10% 陈立武战略正在生效？,https://www.cls.cn/detail/2476519,,2026-09-08T09:02:25+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:09.762000+08:00
finance,财联社,别掉以轻心！伯恩斯坦警告：美债收益率上升对亚洲股市构成巨大风险,https://www.cls.cn/detail/2476529,,2026-09-08T08:57:03+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:09.815000+08:00
finance,华尔街见闻,高盛力挺中际旭创：1.6T光模块加速放量，今明两年净利润将大超市场预期,https://wallstreetcn.com/articles/3781223,,2026-09-07T16:05:43+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:09.889000+08:00
ai,AIHOT,Mistral AI 完成 30 亿欧元 D 轮融资，投后估值超 210 亿欧元,https://x.com/testingcatalog/status/2097195025381593341,2026-09-08T00:00:00+08:00,2026-09-08T13:27:12.707000+08:00,有来源依据,帖子ID编码创建时间,,2026-09-09T10:11:21.159000+08:00
ai,AIHOT,AA指数更新，Fable 5.1与GPT-astra持平,https://x.com/jietang/status/2097196618642809183,2026-09-08T00:00:00+08:00,2026-09-08T13:33:32.570000+08:00,有来源依据,帖子ID编码创建时间,,2026-09-09T10:11:21.159000+08:00
ai,AIHOT,MiniCPM5-2B 多智能体实测：67.8 秒核验 32 案例,https://x.com/OpenBMB/status/2097203237405483193,2026-09-08T00:00:00+08:00,2026-09-08T13:59:50.606000+08:00,有来源依据,帖子ID编码创建时间,,2026-09-09T10:11:21.158000+08:00
finance,华尔街见闻,美股休市，美伊冲突推升油价创六周新高，欧股涨跌互现等待CPI，伦铜创历史新高,https://wallstreetcn.com/articles/3781194,,2026-09-08T05:51:34+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:10.278000+08:00
finance,华尔街见闻,沙特阿美吉赞石油设施再遭袭击，油价短线跳涨,https://wallstreetcn.com/articles/3781235,,2026-09-07T20:08:20+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:10.285000+08:00
finance,华尔街见闻,伦铜创历史新高！关税套利引发伦铜挤仓，大矿减产推升供给端压力,https://wallstreetcn.com/articles/3781257,,2026-09-08T04:21:50+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:10.284000+08:00
finance,华尔街见闻,中国央行连续22个月增持黄金，8月购金节奏进一步加快,https://wallstreetcn.com/articles/3781226,,2026-09-07T16:37:52+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:10.283000+08:00
ai,AIHOT,Codex 发布季：28 页发布清单前瞻,https://x.com/thsottiaux/status/2097193293532848288,2026-09-08T00:00:00+08:00,2026-09-08T13:20:19.802000+08:00,有来源依据,帖子ID编码创建时间,,2026-09-09T10:11:21.159000+08:00
ai,AIHOT,数学家 Buckmaster 借助 Claude 与 Codex 公布流体方程结果，并公开与 OpenAI 的沟通争议,https://x.com/frxiaobei/status/2097298656785481846,2026-09-08T00:00:00+08:00,2026-09-08T20:19:00.359000+08:00,有来源依据,帖子ID编码创建时间,,2026-09-09T10:11:21.159000+08:00
ai,AIHOT,用户吐槽Anthropic模型表现逼其降级,https://x.com/kimmonismus/status/2097302684869022178,2026-09-08T00:00:00+08:00,2026-09-08T20:35:00.729000+08:00,有来源依据,帖子ID编码创建时间,,2026-09-09T10:11:21.159000+08:00
ai,AIHOT,与AI协作太投入坐过站，界线模糊引思考,https://x.com/lifesinger/status/2097293451733954944,2026-09-08T00:00:00+08:00,2026-09-08T19:58:19.378000+08:00,有来源依据,帖子ID编码创建时间,,2026-09-09T10:11:21.159000+08:00
ai,AIHOT,架构师提出 Claude Code 项目结构标准，用分层 CLAUDE.md 避免 Agent 上下文膨胀,https://x.com/AYi_AInotes/status/2097296619771232442,2026-09-08T00:00:00+08:00,2026-09-08T20:10:54.697000+08:00,有来源依据,帖子ID编码创建时间,,2026-09-09T10:11:21.159000+08:00
ai,AIHOT,Arm 推出面向 Physical AI 与机器人的 Total Design 框架,https://www.artificialintelligence-news.com/news/arm-total-design-for-physical-ai-and-robotics-framework,2026-09-08T00:00:00+08:00,2026-09-08T19:44:10+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:19.285000+08:00
ai,AIHOT,OpenAI：更强大且更实惠的 AI 如何拓展人与企业可完成的工作,https://openai.com/index/the-work-now-within-reach,2026-09-08T00:00:00+08:00,,未知,,原网页暂不可访问,2026-09-09T10:03:22.697000+08:00
building,住房和城乡建设部,云南印发“十五五”城市更新行动规划 明确有序推进既有建筑改造利用等重点任务,https://www.mohurd.gov.cn/xinwen/dfxx/art/2026/art_c8f076e644ca4f7e8672ecb9654cef72.html,2026-09-08T00:00:00+08:00,2026-09-08T14:39:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:22.969000+08:00
building,住房和城乡建设部,湖南“城市更新”三年行动方案发布：改造城镇老旧小区4000个，加装更新电梯5000台,https://www.mohurd.gov.cn/xinwen/dfxx/art/2026/art_37e650f677ef453aa506470ac236f6d9.html,2026-09-08T00:00:00+08:00,2026-09-08T14:39:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:23.198000+08:00
building,住房和城乡建设部,国务院政策例行吹风会：《城市更新“十五五”规划》有关情况,https://www.mohurd.gov.cn/xinwen/jsyw/art/2026/art_41a4475aa5b0477aa829bb8144104792.html,2026-06-08T00:00:00+08:00,2026-06-08T14:05:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:23.274000+08:00
building,住房和城乡建设部,倪虹到湖北调研城市更新工作,https://www.mohurd.gov.cn/xinwen/jsyw/art/2026/art_b096692ef43243949ca128c579dac4c2.html,2026-08-26T00:00:00+08:00,2026-08-26T14:46:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:23.295000+08:00
building,住房和城乡建设部,“践行人民城市理念 高质量推进城市更新工作”座谈会在上海召开,https://www.mohurd.gov.cn/xinwen/jsyw/art/2026/art_b48c06eb8b2047df816646e17cbd3580.html,2026-07-23T00:00:00+08:00,2026-07-23T13:48:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:23.323000+08:00
building,住房和城乡建设部,住房城乡建设部办公厅关于印发“好房子”建设经验做法（第二批）的通知,https://www.mohurd.gov.cn/gongkai/zc/wjk/art/2026/art_0be53fbdfb844a3b85ee9483a1ba5973.html,2026-09-01T00:00:00+08:00,2026-09-01T16:58:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:23.351000+08:00
building,住房和城乡建设部,河南省三部门联合出台15项金融举措 精准支持城市更新行动,https://www.mohurd.gov.cn/xinwen/dfxx/art/2026/art_2af1e6be9b4649808259ab5159d53bfd.html,2026-09-08T00:00:00+08:00,2026-09-08T14:39:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:23.486000+08:00
building,住房和城乡建设部,住房城乡建设部办公厅关于行业标准《城市更新规划编制标准（征求意见稿）》公开征求意见的通知,https://www.mohurd.gov.cn/gongkai/zc/wjk/art/2026/art_8d1fc145d3d14198a75ee3fdbd020611.html,2026-09-03T00:00:00+08:00,2026-09-03T17:56:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:23.591000+08:00
building,住房和城乡建设部,住房城乡建设部办公厅关于行业标准《底部框架—抗震墙砌体房屋抗震技术标准（修订征求意见稿）》公开征求意见的通知,https://www.mohurd.gov.cn/gongkai/zc/wjk/art/2026/art_b8f5ea29515f454e9915ee2c2ed9ccbd.html,2026-09-03T00:00:00+08:00,2026-09-03T17:56:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:23.616000+08:00
building,住房和城乡建设部,住房城乡建设部办公厅关于行业标准《城镇排水工程电气与智能化系统技术标准（修订征求意见稿）》公开征求意见的通知,https://www.mohurd.gov.cn/gongkai/zc/wjk/art/2026/art_641d53a8891345dfaa31350e84917000.html,2026-09-03T00:00:00+08:00,2026-09-03T17:56:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:24.052000+08:00
building,住房和城乡建设部,住房城乡建设部办公厅关于行业标准《高强钢结构设计标准（局部修订征求意见稿）》公开征求意见的通知,https://www.mohurd.gov.cn/gongkai/zc/wjk/art/2026/art_63575a2dc39a42f09d9a78f79edb1f85.html,2026-09-03T00:00:00+08:00,2026-09-03T17:56:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:24.115000+08:00
building,天津市住房和城乡建设委员会,一图读懂：《天津市人民政府关于既有住宅加装电梯和老旧电梯更新改造提取住房公积金有关政策的通告》,https://zfcxjs.tj.gov.cn/xxgk_70/zcjdx/202510/t20251015_7154349.html,2025-10-15T00:00:00+08:00,2025-10-15T10:06:34+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:24.238000+08:00
building,天津市住房和城乡建设委员会,《天津市人民政府关于既有住宅加装电梯和老旧电梯更新改造提取住房公积金有关政策的通告》政策解读,https://zfcxjs.tj.gov.cn/xxgk_70/zcjdx/202510/t20251015_7154352.html,2025-10-15T00:00:00+08:00,2025-10-15T10:04:48+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:24.777000+08:00
building,山西省住房和城乡建设厅,省住建厅举办山西省“好房子”技术标准和分级评价指引专题培训会,https://zjt.shanxi.gov.cn/jsdt/202607/t20260727_10184839.shtml,2026-07-27T00:00:00+08:00,2026-07-27T00:00:00+08:00,有来源依据,官方栏目日期,,2026-09-09T10:03:25.113000+08:00
building,山西省住房和城乡建设厅,因地制宜、先保基本，扎实推进城市更新行动,https://zjt.shanxi.gov.cn/jsdt/202607/t20260707_10172201.shtml,2026-07-07T00:00:00+08:00,2026-07-07T00:00:00+08:00,有来源依据,官方栏目日期,,2026-09-09T10:03:26.937000+08:00
building,山西省住房和城乡建设厅,关于印发《山西省推进“好房子”建设试点 工作方案》的通知,https://zjt.shanxi.gov.cn/zwgk/tfwj/202503/t20250310_9785766.shtml,2025-02-28T00:00:00+08:00,2025-02-28T00:00:00+08:00,有来源依据,官方栏目日期,,2026-09-09T10:03:27.917000+08:00
building,山西省住房和城乡建设厅,《山西省推进“好房子 ”建设试点工作方案》图文解读,https://zjt.shanxi.gov.cn/zwgk/zcjd/202503/t20250314_9789030.shtml,2025-03-07T00:00:00+08:00,2025-03-07T00:00:00+08:00,有来源依据,官方栏目日期,,2026-09-09T10:03:29.295000+08:00
building,浙江省住房和城乡建设厅,2026年全省城市更新工作培训班在杭州举行,https://jst.zj.gov.cn/col/col1569971/art/2026/art_80c66a837fa1435c80769752cc908447.html,2026-08-07T00:00:00+08:00,2026-08-07T17:49:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:29.707000+08:00
building,浙江省住房和城乡建设厅,关于公开征求《浙江省既有公共建筑节能改造重点项目管理办法（试行）（征求意见稿）》意见的公示,https://jst.zj.gov.cn/col/col1229159363/art/2026/art_a6f61b7593504c638514d090752e7a62.html,2026-07-06T00:00:00+08:00,2026-07-06T14:52:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:30.006000+08:00
building,浙江省住房和城乡建设厅,省建设厅关于发布浙江省工程建设标准《基坑工程微变形控制技术规程》的公告,https://jst.zj.gov.cn/art/2025/2/27/art_1228990170_398.html,2025-02-27T00:00:00+08:00,2025-02-27T17:35:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:30.101000+08:00
building,浙江省住房和城乡建设厅,省建设厅关于发布浙江省工程建设标准《地下结构抗浮技术规程》的公告,https://jst.zj.gov.cn/art/2025/2/27/art_1228990170_397.html,2025-02-27T00:00:00+08:00,2025-02-27T17:30:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:30.188000+08:00
building,浙江省住房和城乡建设厅,省建设厅关于发布浙江省工程建设标准《全断面岩石掘进机法隧道施工及质量验收标准》的公告,https://jst.zj.gov.cn/art/2025/2/27/art_1228990170_396.html,2025-02-27T00:00:00+08:00,2025-02-27T17:26:00+08:00,有来源依据,原文发布时间,,2026-09-09T10:03:30.311000+08:00
